university,year,citations,primary_topic,title,openalex_id
서울대,2023,8,Genomics and Rare Diseases,Epilepsy phenotype and gene ontology analysis of the 129 genes in a large neurodevelopmental disorders cohort,https://openalex.org/W4385812738
서울대,2023,4,Genomics and Rare Diseases,Systematic analysis of Mendelian disease-associated gene variants reveals new classes of cancer-predisposing genes,https://openalex.org/W4390176032
서울대,2023,3,Neurogenetic and Muscular Disorders Research,Advancing orphan drug development for rare diseases,https://openalex.org/W4388744405
서울대,2023,1,Genomics and Rare Diseases,Clinical applications of next-generation sequencing in the diagnosis of genetic disorders in Korea: a narrative review,https://openalex.org/W4387771240
서울대,2023,1,Genomics and Rare Diseases,Corrigendum: Long-term outcome of Bartter syndrome in 54 patients: a multicenter study in Korea,https://openalex.org/W4378908496
서울대,2023,0,Vascular Procedures and Complications,"When Encountering a Rare Vascular Disease, Report and Share your Experience: Six Reasons to Publish a Case Report in VSI",https://openalex.org/W4363679629
서울대,2023,0,Genomics and Rare Diseases,The Practical Aspects of Epilepsy Gene Panel Testing,https://openalex.org/W4387030252
서울대,2023,0,Genomics and Rare Diseases,Kidney and Urinary Manifestations in Kabuki Syndrome,https://openalex.org/W4397040723
서울대,2022,61,Genomics and Rare Diseases,A database of 5305 healthy Korean individuals reveals genetic and clinical implications for an East Asian population,https://openalex.org/W4307922464
서울대,2022,23,Genomics and Rare Diseases,Transcriptome-based variant calling and aberrant mRNA discovery enhance diagnostic efficiency for neuromuscular diseases,https://openalex.org/W4225087110
서울대,2022,18,Genomics and Rare Diseases,The extended clinical and genetic spectrum of CTNNB1-related neurodevelopmental disorder,https://openalex.org/W4286447849
서울대,2022,17,Genomics and Rare Diseases,Rapid Targeted Sequencing Using Dried Blood Spot Samples for Patients With Suspected Actionable Genetic Diseases,https://openalex.org/W4312113155
서울대,2022,16,Genomics and Rare Diseases,Estimation of intrafamilial DNA contamination in family trio genome sequencing using deviation from Mendelian inheritance,https://openalex.org/W4310855439
서울대,2022,15,Genomics and Rare Diseases,Systematic analysis of inheritance pattern determination in genes that cause rare neurodevelopmental diseases,https://openalex.org/W4295233898
서울대,2022,11,Infectious Diseases and Tuberculosis,Isolated Tuberculous Myositis: A Systematic Review and Multicenter Cases,https://openalex.org/W4285987983
서울대,2022,6,Genomics and Rare Diseases,The Korean undiagnosed diseases program phase I: expansion of the nationwide network and the development of long-term infrastructure,https://openalex.org/W4303684320
서울대,2022,4,Genomics and Rare Diseases,Evaluation of users’ level of satisfaction for an artificial intelligence-based diagnostic program in pediatric rare genetic diseases,https://openalex.org/W4285589526
서울대,2022,3,Prion Diseases and Protein Misfolding,A Creutzfeldt–Jakob disease patient with V180I mutation survived for 16.5 years after diagnosis,https://openalex.org/W4206238790
서울대,2022,2,Antifungal resistance and susceptibility,Successful treatment of angioinvasive aspergillosis causing diaphragmatic rupture with bowel perforation and cerebral aspergillosis in a patient with FLT3-mutated acute myeloid leukemia,https://openalex.org/W4210269332
서울대,2022,1,Genomics and Rare Diseases,Fatal systemic disorder caused by biallelic variants in FARSA,https://openalex.org/W4281381372
서울대,2022,0,Cancer Genomics and Diagnostics,Systematic analysis of disease-linked rare germline variants reveals new classes of cancer predisposing genes,https://openalex.org/W4393890651
서울대,2022,0,Genomics and Rare Diseases,Report on the External Quality Assessment Scheme for Genetic Disorders and Other Human Genetics Molecular Diagnostics in Korea (2018–2021),https://openalex.org/W4283715167
서울대,2021,110,Genomics and Rare Diseases,"Determinants of penetrance and variable expressivity in monogenic metabolic conditions across 77,184 exomes",https://openalex.org/W3169380066
서울대,2021,66,Genomics and Rare Diseases,"Addendum: The mutational constraint spectrum quantified from variation in 141,456 humans",https://openalex.org/W3191863810
서울대,2021,44,Genomics and Rare Diseases,Disease-specific ACMG/AMP guidelines improve sequence variant interpretation for hearing loss,https://openalex.org/W3177891453
서울대,2021,11,Genomics and Rare Diseases,Whole genome sequencing reveals a frameshift mutation and a large deletion in YY1AP1 in a girl with a panvascular artery disease,https://openalex.org/W3161662817
서울대,2021,7,Kawasaki Disease and Coronary Complications,Identification of rare coding variants associated with Kawasaki disease by whole exome sequencing,https://openalex.org/W4206482621
서울대,2021,6,Genetic and rare skin diseases.,Importance of extracutaneous organ involvement in determining the clinical severity and prognosis of incontinentia pigmenti caused by mutations in the IKBKG gene,https://openalex.org/W3135500186
서울대,2021,5,Genomics and Rare Diseases,Biallelic novel mutations of the COL27A1 gene in a patient with Steel syndrome,https://openalex.org/W3158154354
서울대,2021,3,Genomics and Rare Diseases,"Author Correction: Landscape of multi-nucleotide variants in 125,748 human exomes and 15,708 genomes",https://openalex.org/W3128826203
서울대,2021,1,Genetic and rare skin diseases.,Ocular hamartoma in a five‐day‐old calf,https://openalex.org/W3118999598
서울대,2020,10373,Genomics and Rare Diseases,"The mutational constraint spectrum quantified from variation in 141,456 humans",https://openalex.org/W3029661147
서울대,2020,1203,Genomics and Rare Diseases,A structural variation reference for medical and population genetics,https://openalex.org/W3032034316
서울대,2020,206,Genomics and Rare Diseases,Transcript expression-aware annotation improves rare variant interpretation,https://openalex.org/W3031073114
서울대,2020,186,Genomics and Rare Diseases,Evaluating drug targets through human loss-of-function genetic variation,https://openalex.org/W3029351535
서울대,2020,176,Genomics and Rare Diseases,"Diagnostic yield and clinical utility of whole exome sequencing using an automated variant prioritization system, EVIDENCE",https://openalex.org/W3086776939
서울대,2020,145,Genomics and Rare Diseases,"Landscape of multi-nucleotide variants in 125,748 human exomes and 15,708 genomes",https://openalex.org/W3028710516
서울대,2020,38,Genomics and Rare Diseases,Genetic diagnosis of infantile‐onset epilepsy in the clinic: Application of whole‐exome sequencing following epilepsy gene panel testing,https://openalex.org/W3116368296
서울대,2020,26,Genomics and Rare Diseases,Spectrum of movement disorders in GNAO1 encephalopathy: in-depth phenotyping and case-by-case analysis,https://openalex.org/W3110816800
서울대,2020,25,Genomics and Rare Diseases,Development and validation of phenotype classifiers across multiple sites in the observational health data sciences and informatics network,https://openalex.org/W3022001143
서울대,2020,18,Genomics and Rare Diseases,Ocular manifestations in kabuki syndrome: A report of 10 cases and literature review,https://openalex.org/W3115597137
서울대,2020,18,Genomics and Rare Diseases,Clinical Genomic Sequencing Reports in Electronic Health Record Systems Based on International Standards: Implementation Study,https://openalex.org/W3033701936
서울대,2020,7,Genetic and rare skin diseases.,Geometric Profiling of Corneal Limbal Dermoids for the Prediction of Surgical Outcomes,https://openalex.org/W3041642600
서울대,2020,7,Genomics and Rare Diseases,Gene-Wise Burden of Coding Variants Correlates to Noncoding Pharmacogenetic Risk Variants,https://openalex.org/W3018772388
서울대,2020,6,Genomics and Rare Diseases,Gene-wise Variant Burden and Genomic Characterization of Nearly Every Gene,https://openalex.org/W3044969811
서울대,2020,6,Genomics and Rare Diseases,Three-Year Experience of an External Proficiency Testing Survey for Next-Generation Sequencing-Based Testing for Germline Mutation,https://openalex.org/W3014576910
서울대,2020,5,Lysosomal Storage Disorders Research,A Rare Case of Late Adult-Onset Niemann-Pick Disease Type C,https://openalex.org/W3011808870
서울대,2020,5,Genomics and Rare Diseases,Genomic profiling of 553 uncharacterized neurodevelopment patients reveals a high proportion of recessive pathogenic variant carriers in an outbred population,https://openalex.org/W3003329066
서울대,2020,4,Genomics and Rare Diseases,A genome wide association study for lung function in the Korean population using an exome array,https://openalex.org/W3018081114
서울대,2020,3,Infectious Diseases and Tuberculosis,Spondylodiscitis initially presenting as exudative pleural effusion: A case report and review of the literature,https://openalex.org/W3092677603
서울대,2020,3,Genomics and Rare Diseases,Pathogenic PSEN1 Glu184Gly Mutation in a Family from Thailand with Probable Autosomal Dominant Early Onset Alzheimer’s Disease,https://openalex.org/W3009355256
서울대,2020,2,Genomics and Rare Diseases,NGS_SNPAnalyzer: a desktop software supporting genome projects by identifying and visualizing sequence variations from next-generation sequencing data,https://openalex.org/W3089074224
서울대,2020,1,Genomics and Rare Diseases,Spectrum of Movement Disorders in GNAO1 Encephalopathy: In-Depth Phenotyping and Case-by-Case Analysis,https://openalex.org/W4230277220
서울대,2020,0,Congenital Heart Disease Studies,"Commentary: Isolated unilateral absence of pulmonary artery, a rare disease with diverse presentations",https://openalex.org/W3043168598
서울대,2020,0,Genomics and Rare Diseases,"High Diagnostic Yield and Clinical Utility of Whole Exome Sequencing Using an Automated Variant Prioriti S Ation System, EVIDENCE, for Patients with Suspected Genetic Disorders",https://openalex.org/W3098558938
서울대,2020,0,Genomics and Rare Diseases,Whole exome sequencing analysis identifies genes and pathways in sporadic early‐onset Alzheimer’s disease,https://openalex.org/W3110733122
서울대,2020,0,Genomics and Rare Diseases,Spectrum of Movement Disorders in GNAO1 Encephalopathy: in-depth Phenotyping and Literature Review,https://openalex.org/W3116845910
서울대,2019,165,Genomics and Rare Diseases,Brain somatic mutations observed in Alzheimer’s disease associated with aging and dysregulation of tau phosphorylation,https://openalex.org/W2960481741
서울대,2019,40,Genomics and Rare Diseases,Diagnostic Yield of Epilepsy Panel Testing in Patients With Seizure Onset Within the First Year of Life,https://openalex.org/W2970430206
서울대,2019,35,Genomics and Rare Diseases,The Korean undiagnosed diseases program: lessons from a one-year pilot project,https://openalex.org/W2939631679
서울대,2019,5,Genetic and rare skin diseases.,Hypomelanosis of Ito with Multiple Congenital Anomalies,https://openalex.org/W2972759064
서울대,2019,5,Genetic and rare skin diseases.,A Somatic p.Phe29del Mutation of Connexin 26 (GJB2) Manifesting as Acantholytic Dyskeratotic Epidermal Nevus,https://openalex.org/W2923049255
서울대,2019,5,Genomics and Rare Diseases,Pilot study of EVIDENCE: High diagnostic yield and clinical utility of whole exome sequencing using an automated interpretation system for patients with suspected genetic disorders,https://openalex.org/W3105752759
서울대,2019,4,Genomics and Rare Diseases,Diagnosis and Management of Hip Dislocation in Patients with Kabuki Syndrome,https://openalex.org/W2990224135
서울대,2019,3,Vascular Malformations and Hemangiomas,Gorham-Stout Disease of the Cranial Bone Causing Recurrent Cerebrospinal Fluid Rhinorrhea and Bacterial Meningitis,https://openalex.org/W2955546980
서울대,2019,3,Genomics and Rare Diseases,Genomic profiling of 553 uncharacterized neurodevelopment patients reveals a high proportion of recessive pathogenic variant carriers in an outbred population,https://openalex.org/W2951688859
서울대,2019,1,Ion channel regulation and function,Wilson Disease Comorbid with Hereditary Sensory Autonomic Neuropathy Type IV and Gitelman Syndrome,https://openalex.org/W2951408607
서울대,2019,1,Genomics and Rare Diseases,Personal Genome Interpretation and Disease Risk Prediction,https://openalex.org/W2942951854
서울대,2019,1,Genomics and Rare Diseases,Personal Genome Data Analysis,https://openalex.org/W2943183944
서울대,2019,1,Genomics and Rare Diseases,"SNPs, GWAS, CNVs: Informatics for Human Genome Variations",https://openalex.org/W2943793767
서울대,2019,0,Genomics and Rare Diseases,EP.99Genetic diagnosis of congenital neuromuscular disorder patients using next-generation sequencing,https://openalex.org/W2975885870
서울대,2019,0,Genomics and Rare Diseases,Author Correction: CHD3 helicase domain mutations cause a neurodevelopmental syndrome with macrocephaly and impaired speech and language,https://openalex.org/W3181428649
서울대,2019,0,Genomics and Rare Diseases,Clinical Genomic Sequencing Reports in Electronic Health Record Systems Based on International Standards: Implementation Study (Preprint),https://openalex.org/W4255113378
서울대,2018,34,Lysosomal Storage Disorders Research,Diagnostic challenge for the rare lysosomal storage disease: Late infantile GM1 gangliosidosis,https://openalex.org/W2790288267
서울대,2018,22,Genomics and Rare Diseases,Clinical genetic strategies for early onset neurodegenerative diseases,https://openalex.org/W2789951668
서울대,2018,22,Genetic and rare skin diseases.,Methylome analysis and whole-exome sequencing reveal that brain tumors associated with encephalocraniocutaneous lipomatosis are midline pilocytic astrocytomas,https://openalex.org/W2888709840
서울대,2018,18,Genomics and Rare Diseases,A pathogenic PSEN2 p.His169Asn mutation associated with early-onset Alzheimer’s disease,https://openalex.org/W2883979929
서울대,2018,14,Genomics and Rare Diseases,A New Integrated Newborn Screening Workflow Can Provide a Shortcut to Differential Diagnosis and Confirmation of Inherited Metabolic Diseases,https://openalex.org/W2805066158
서울대,2018,12,Genomics and Rare Diseases,Pathway-based approach using hierarchical components of rare variants to analyze multiple phenotypes,https://openalex.org/W2801401057
서울대,2018,7,Genetic and rare skin diseases.,Becker's Nevus with Recurrent Eczema Limited to the Nevus Lesion,https://openalex.org/W2782294741
서울대,2018,2,Genomics and Rare Diseases,Comprehensive genetic analysis by whole exome sequencing in 352 Korean pediatric patients with unknown neurodevelopmental disorders,https://openalex.org/W2901645962
서울대,2018,1,Soft tissue tumor case studies,Asymptomatic solitary mass on the sacral region,https://openalex.org/W2896364339
서울대,2018,0,Genomics and Rare Diseases,P1‐166: SCREENING FOR MUTATIONS IN EARLY‐ONSET ALZHEIMER'S DISEASE FROM THAILAND WITH ADAM GENEPANEL 1,https://openalex.org/W2897840451
서울대,2017,44,Genomics and Rare Diseases,Findings of a 1303 Korean whole-exome sequencing study,https://openalex.org/W2734367294
서울대,2017,21,Ion Transport and Channel Regulation,Three cases of Gordon syndrome with dominant KLHL3 mutations,https://openalex.org/W2589741226
서울대,2017,16,Genomics and Rare Diseases,Gene‐based segregation method for identifying rare variants in family‐based sequencing studies,https://openalex.org/W2588631100
서울대,2017,11,Genetic and rare skin diseases.,Clinicopathologic characteristics of early‐onset Becker's nevus in Korean children and adolescents,https://openalex.org/W2766146916
서울대,2017,5,Genomics and Rare Diseases,Comparison of Ion Personal Genome Machine Platforms for the Detection of Variants in BRCA1 and BRCA2,https://openalex.org/W2605297139
서울대,2017,4,Genetic and rare skin diseases.,A 6-Month-Old Girl with Incontinentia Pigmenti Presenting as Status Epilepticus,https://openalex.org/W2781524760
서울대,2017,3,Genomics and Rare Diseases,A case of possibly pathogenic PSEN2 R62C mutation in a patient with probable early-onset Alzheimer’s dementia supported by structure prediction,https://openalex.org/W2588130655
서울대,2017,0,Genetic and rare skin diseases.,A Case of Extensive Epibulbar Choristoma Associated with Microphthalmos,https://openalex.org/W2587769446
서울대,2016,27,Genomics and Rare Diseases,Wiedemann-Steiner Syndrome With 2 Novel KMT2A Mutations,https://openalex.org/W2536472726
서울대,2016,17,RNA regulation and disease,Atypical presentation of infantile‐onset farber disease with novel ASAH1 mutations,https://openalex.org/W2478215267
서울대,2016,11,Genomics and Rare Diseases,Ultra-rare Disease and Genomics-Driven Precision Medicine,https://openalex.org/W2461488296
서울대,2016,9,Teratomas and Epidermoid Cysts,Jacob’s disease: Report of a case,https://openalex.org/W2341409694
서울대,2016,1,Genomics and Rare Diseases,Rare high-impact disease variants: properties and identifications,https://openalex.org/W2306199496
서울대,2016,1,Genomics and Rare Diseases,"P2‐092: Novel, PSEN1 T119I Mutation in an Early‐Onset Alzheimer's Disease Patient",https://openalex.org/W2534689047
서울대,2016,0,Genomics and Rare Diseases,"P1‐125: A Possible Pathogenic Psen2 Mutation, H169N in a Korean Eoad Patient",https://openalex.org/W2533152334
서울대,2016,0,Genomics and Rare Diseases,P4‐050: Two Novel GRN Mutations in Korean Patients Diagnosed with Early Onset Alzheimer's Disease,https://openalex.org/W2538931800
서울대,2015,91,Genomics and Rare Diseases,Kabuki syndrome: clinical and molecular characteristics,https://openalex.org/W2159186950
서울대,2015,31,Genomics and Rare Diseases,The strong association of left-side heart anomalies with Kabuki syndrome,https://openalex.org/W1514983847
서울대,2015,18,Genomics and Rare Diseases,Effect of Next-Generation Exome Sequencing Depth for Discovery of Diagnostic Variants,https://openalex.org/W1791825763
서울대,2015,16,Glycogen Storage Diseases and Myoclonus,Application of whole exome sequencing to a rare inherited metabolic disease with neurological and gastrointestinal manifestations: A congenital disorder of glycosylation mimicking glycogen storage disease,https://openalex.org/W2094752966
서울대,2015,7,Genomics and Rare Diseases,Interpretation of personal genome sequencing data in terms of disease ranks based on mutual information,https://openalex.org/W1588654602
서울대,2015,3,Actinomycetales infections and treatment,Periappendiceal Actinomycosis Presenting as Acute Appendicitis,https://openalex.org/W2261306990
서울대,2015,1,Genomics and Rare Diseases,The role of de novo variants in complex and rare diseases pathogenesis,https://openalex.org/W1879142584
서울대,2015,0,Genomics and Rare Diseases,Erratum to: Gene panels and primers for next generation sequencing studies on neurodegenerative disorders,https://openalex.org/W2259934736
서울대,2014,105,Genomics and Rare Diseases,The Alu-Rich Genomic Architecture of SPAST Predisposes to Diverse and Functionally Distinct Disease-Associated CNV Alleles,https://openalex.org/W1988878096
서울대,2014,59,Genomics and Rare Diseases,Identification of KMT2D and KDM6A mutations by exome sequencing in Korean patients with Kabuki syndrome,https://openalex.org/W1987356543
서울대,2014,25,Genomics and Rare Diseases,"Prioritizing Disease-Linked Variants, Genes, and Pathways with an Interactive Whole-Genome Analysis Pipeline",https://openalex.org/W2136672520
서울대,2014,15,Genomics and Rare Diseases,Reducing False-Positive Incidental Findings with Ensemble Genotyping and Logistic Regression Based Variant Filtering Methods,https://openalex.org/W2050190078
서울대,2014,14,Glioma Diagnosis and Treatment,Rare Pediatric Central Neurocytomas,https://openalex.org/W2058227645
서울대,2014,11,Pneumocystis jirovecii pneumonia detection and treatment,Fulminant hepatitis linked to dapsone hypersensitivity syndrome requiring urgent living donor liver transplantation: A case report,https://openalex.org/W1998070204
서울대,2014,8,IgG4-Related and Inflammatory Diseases,A Case of Immunoglobulin G4-Related Disease Presenting as a Pleural Mass,https://openalex.org/W2166239298
서울대,2014,6,Genetic and rare skin diseases.,Demographic and clinical differences between unilateral and bilateral forms of naevoid telangiectasia: a retrospective study with review of the literature,https://openalex.org/W2115809592
서울대,2014,2,Genomics and Rare Diseases,The First Kazakh Whole Genomes: The First Report of NGS Data,https://openalex.org/W1595399155
서울대,2014,1,Case Reports on Hematomas,A rare pediatric variant of organized hematoma in the maxillary sinus,https://openalex.org/W2089673533
서울대,2014,0,Genomics and Rare Diseases,G.P.23,https://openalex.org/W1967282202
서울대,2014,0,Genomics and Rare Diseases,P1‐132: PATHOGENIC PSEN1 MUTATION DETECTED IN A KOREAN EOAD PATIENT,https://openalex.org/W2056305408
서울대,2013,63,Genomics and Rare Diseases,Distinct neurological features in a patient with Schinzel–Giedion syndrome caused by a recurrent SETBP1 mutation,https://openalex.org/W2118342540
서울대,2013,4,Genomics and Rare Diseases,AnsNGS: An Annotation System to Sequence Variations of Next Generation Sequencing Data for Disease-Related Phenotypes,https://openalex.org/W1978344847
서울대,2013,1,Systemic Lupus Erythematosus Research,Treatment of Refractory Lower Extremity Ulcer Associated with Sneddon's Syndrome,https://openalex.org/W2047530177
서울대,2012,247,Genomics and Rare Diseases,A public resource facilitating clinical use of genomes,https://openalex.org/W2169873962
서울대,2012,15,Genetic and rare skin diseases.,TREATMENT OF KELOID FORMATION FOLLOWING SYNDACTYLY DIVISION: SURGICAL TECHNIQUE,https://openalex.org/W2108133447
서울대,2012,3,Genomics and Rare Diseases,Development of Korean Rare Disease Knowledge Base,https://openalex.org/W2037101453
서울대,2011,436,Genomics and Rare Diseases,Too many roads not taken,https://openalex.org/W2012750155
서울대,2011,13,Cutaneous lymphoproliferative disorders research,A Case of Primary Cutaneous CD4 Positive Small/medium T Cell Lymphoma,https://openalex.org/W2050922691
서울대,2011,12,Genomics and Rare Diseases,Cleft Hand in Kabuki Make-Up Syndrome: Case Report,https://openalex.org/W2017974543
서울대,2011,5,Genomics and Rare Diseases,Strabismus and Poor Stereoacuity Associated with Kabuki Syndrome,https://openalex.org/W2150857266
서울대,2011,4,Genetic and rare skin diseases.,Four Cases of Lobulated Intradermal Nevus: A Sign of Aging Melanocytic Nevus,https://openalex.org/W2133285445
서울대,2011,2,Genomics and Rare Diseases,Introduction to bioinformatics: sequencing technology,https://openalex.org/W2040416704
서울대,2010,36,Genetic and rare skin diseases.,Papillary Glioneuronal Tumor Present in a Patient With Encephalocraniocutaneous Lipomatosis: Case Report,https://openalex.org/W2320754879
서울대,2010,8,Genetic and rare skin diseases.,The Common NF-κB Essential Modulator (NEMO) Gene Rearrangement in Korean Patients with Incontinentia Pigmenti,https://openalex.org/W2142058147
서울대,2010,5,Genomics and Rare Diseases,The first Irish genome and ways of improving sequence accuracy,https://openalex.org/W2137545849
서울대,2010,1,Genomics and Rare Diseases,Phenotypic and Cytogenetic Delineation of Six Korean Children with Kabuki Syndrome,https://openalex.org/W2081959261
서울대,2010,1,Genetic and rare skin diseases.,Clinical Features of Nevus of Ota in Korean Population,https://openalex.org/W1967145182
성균관대(삼성서울),2025,27,Genomics and Rare Diseases,Advancing genome-based precision medicine: a review on machine learning applications for rare genetic disorders,https://openalex.org/W4412487264
성균관대(삼성서울),2025,9,Genomics and Rare Diseases,Whole-genome sequencing analyses suggest novel genetic factors associated with Alzheimer’s disease and a cumulative effects model for risk liability,https://openalex.org/W4410739379
성균관대(삼성서울),2025,4,Genomics and Rare Diseases,Uncovering potential causal genes for undiagnosed congenital anomalies using an in-house pipeline for trio-based whole-genome sequencing,https://openalex.org/W4406085976
